,act,nalu,arch,lossf,lr,epoch,batch,h1,h2,seed,exp,op,init,loss,cost,fpref,fposop,flr,fmaxstep,fbatch,fcell,farch,fact,floss,fh1,fh2,fseed,fsr,fmean,fstd,fig,fim,fiw,fsg,fsm,fsw,flwt,fwcext,fname
2158,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,ext,MUL,1.0-1.0,0.00014565748,"0.00014565748
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_-1.0--1.0--1.0_0.5-0.5-0.5_False_True.ext.csv
2159,none,NALUi,nalu,rsme,0.01,200,64,2,1,103,ext,MUL,1.0-1.0,0.00016053564,"0.00016053564
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,103,False,1.0,1.0,-1.0,-1.0,0.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_103_False_1.0-1.0_-1.0--1.0-0.0_0.1-0.1-0.1_False_True.ext.csv
2160,none,NALUi,nalu,rsme,0.01,200,64,2,1,109,int,DIV,1.0-1.0,830.0495,"830.0495
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,109,False,1.0,1.0,0.0,0.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_109_False_1.0-1.0_0.0-0.0--1.0_0.1-0.1-0.1_False_True.int.csv
2161,none,NALUi,nalu,rsme,0.01,200,64,2,1,100,ext,MUL,1.0-1.0,13159109.0,"13159109.0
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,100,False,1.0,1.0,1.0,-1.0,-1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_100_False_1.0-1.0_1.0--1.0--1.0_0.5-0.5-0.5_False_True.ext.csv
2162,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,int,DIV,1.0-1.0,9735.487,"9735.487
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,0.0,-1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_0.0--1.0--1.0_0.5-0.5-0.5_False_True.int.csv
2163,none,NALUi,nalu,rsme,0.01,200,64,2,1,114,ext,MUL,1.0-1.0,10940015.0,"10940015.0
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,114,False,1.0,1.0,0.0,-1.0,-1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_114_False_1.0-1.0_0.0--1.0--1.0_0.5-0.5-0.5_False_True.ext.csv
2164,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,int,SUB,1.0-1.0,1.331377e-12,"1.331377e-12
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,0.0,-1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_0.0--1.0--1.0_0.5-0.5-0.5_False_True.int.csv
2165,none,NALUi,nalu,rsme,0.01,200,64,2,1,114,int,SUB,1.0-1.0,7.618932e-06,"7.618932e-06
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,114,False,1.0,1.0,0.0,-1.0,0.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_114_False_1.0-1.0_0.0--1.0-0.0_0.5-0.5-0.5_False_True.int.csv
2166,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,int,DIV,1.0-1.0,45333.883,"45333.883
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,0.0,-1.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_0.0--1.0--1.0_0.1-0.1-0.1_False_True.int.csv
2167,none,NALUi,nalu,rsme,0.01,200,64,2,1,111,int,SUB,1.0-1.0,0.0027641263,"0.0027641263
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,111,False,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_111_False_1.0-1.0_1.0-1.0-0.0_0.5-0.5-0.5_False_True.int.csv
2168,none,NALUi,nalu,rsme,0.01,200,64,2,1,116,ext,SUB,1.0-1.0,7207.8867,"7207.8867
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,116,False,1.0,1.0,0.0,0.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_116_False_1.0-1.0_0.0-0.0--1.0_0.1-0.1-0.1_False_True.ext.csv
2169,none,NALUi,nalu,rsme,0.01,200,64,2,1,115,ext,SUB,1.0-1.0,0.0013942341,"0.0013942341
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,115,False,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_115_False_1.0-1.0_0.0-0.0-0.0_0.5-0.5-0.5_False_True.ext.csv
2170,none,NALUi,nalu,rsme,0.01,200,64,2,1,117,ext,ADD,1.0-1.0,0.00015796795,"0.00015796795
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,117,False,1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_117_False_1.0-1.0_1.0--1.0-1.0_0.5-0.5-0.5_False_True.ext.csv
2171,none,NALUi,nalu,rsme,0.01,200,64,2,1,104,int,ADD,1.0-1.0,9.105611e-05,"9.105611e-05
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,104,False,1.0,1.0,1.0,0.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_104_False_1.0-1.0_1.0-0.0-0.0_0.1-0.1-0.1_False_True.int.csv
2172,none,NALUi,nalu,rsme,0.01,200,64,2,1,102,ext,ADD,1.0-1.0,2.1680819e-08,"2.1680819e-08
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,102,False,1.0,1.0,-1.0,0.0,1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_102_False_1.0-1.0_-1.0-0.0-1.0_0.1-0.1-0.1_False_True.ext.csv
2173,none,NALUi,nalu,rsme,0.01,200,64,2,1,113,int,SUB,1.0-1.0,9.273012e-06,"9.273012e-06
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,113,False,1.0,1.0,1.0,0.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_113_False_1.0-1.0_1.0-0.0--1.0_0.5-0.5-0.5_False_True.int.csv
2174,none,NALUi,nalu,rsme,0.01,200,64,2,1,114,int,DIV,1.0-1.0,3492.4539,"3492.4539
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,114,False,1.0,1.0,-1.0,0.0,1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_114_False_1.0-1.0_-1.0-0.0-1.0_0.1-0.1-0.1_False_True.int.csv
2175,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,ext,ADD,1.0-1.0,2.0219039e-10,"2.0219039e-10
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,1.0,-1.0,1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_1.0--1.0-1.0_0.1-0.1-0.1_False_True.ext.csv
2176,none,NALUi,nalu,rsme,0.01,200,64,2,1,117,ext,SUB,1.0-1.0,1999392100000000.0,"1999392100000000.0
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,117,False,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_117_False_1.0-1.0_1.0-1.0-1.0_0.1-0.1-0.1_False_True.ext.csv
2177,none,NALUi,nalu,rsme,0.01,200,64,2,1,116,int,DIV,1.0-1.0,71356.94,"71356.94
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,116,False,1.0,1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_116_False_1.0-1.0_-1.0--1.0-1.0_0.5-0.5-0.5_False_True.int.csv
2178,none,NALUi,nalu,rsme,0.01,200,64,2,1,119,int,DIV,1.0-1.0,9016.304,"9016.304
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,119,False,1.0,1.0,1.0,-1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_119_False_1.0-1.0_1.0--1.0--1.0_0.5-0.5-0.5_False_True.int.csv
2179,none,NALUi,nalu,rsme,0.01,200,64,2,1,115,int,ADD,1.0-1.0,1.4932156e-10,"1.4932156e-10
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,115,False,1.0,1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_115_False_1.0-1.0_-1.0--1.0-0.0_0.5-0.5-0.5_False_True.int.csv
2180,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,int,MUL,1.0-1.0,9.371408e-09,"9.371408e-09
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_1.0-1.0-1.0_0.5-0.5-0.5_False_True.int.csv
2181,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,ext,SUB,1.0-1.0,2.3374777e-10,"2.3374777e-10
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_1.0--1.0-1.0_0.5-0.5-0.5_False_True.ext.csv
2182,none,NALUi,nalu,rsme,0.01,200,64,2,1,111,int,MUL,1.0-1.0,576.5331,"576.5331
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,111,False,1.0,1.0,0.0,1.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_111_False_1.0-1.0_0.0-1.0--1.0_0.1-0.1-0.1_False_True.int.csv
2183,none,NALUi,nalu,rsme,0.01,200,64,2,1,117,ext,MUL,1.0-1.0,0.00017521754,"0.00017521754
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,117,False,1.0,1.0,1.0,-1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_117_False_1.0-1.0_1.0--1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
2184,none,NALUi,nalu,rsme,0.01,200,64,2,1,114,int,ADD,1.0-1.0,1.4404515e-10,"1.4404515e-10
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,114,False,1.0,1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_114_False_1.0-1.0_-1.0--1.0-1.0_0.5-0.5-0.5_False_True.int.csv
2185,none,NALUi,nalu,rsme,0.01,200,64,2,1,100,ext,MUL,1.0-1.0,13159897.0,"13159897.0
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,100,False,1.0,1.0,0.0,-1.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_100_False_1.0-1.0_0.0--1.0-0.0_0.5-0.5-0.5_False_True.ext.csv
2186,none,NALUi,nalu,rsme,0.01,200,64,2,1,112,ext,SUB,1.0-1.0,4.1492885e-09,"4.1492885e-09
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,112,False,1.0,1.0,1.0,-1.0,0.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_112_False_1.0-1.0_1.0--1.0-0.0_0.1-0.1-0.1_False_True.ext.csv
2187,none,NALUi,nalu,rsme,0.01,200,64,2,1,113,ext,SUB,1.0-1.0,2.350082e-10,"2.350082e-10
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,113,False,1.0,1.0,-1.0,-1.0,1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_113_False_1.0-1.0_-1.0--1.0-1.0_0.1-0.1-0.1_False_True.ext.csv
2188,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,int,DIV,1.0-1.0,9738.656,"9738.656
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,-1.0,-1.0,1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_-1.0--1.0-1.0_0.1-0.1-0.1_False_True.int.csv
2189,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,int,DIV,1.0-1.0,817.79156,"817.79156
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,-1.0,1.0,1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_-1.0-1.0-1.0_0.5-0.5-0.5_False_True.int.csv
2190,none,NALUi,nalu,rsme,0.01,200,64,2,1,114,int,MUL,1.0-1.0,683.2693,"683.2693
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,114,False,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_114_False_1.0-1.0_0.0-1.0-0.0_0.5-0.5-0.5_False_True.int.csv
2191,none,NALUi,nalu,rsme,0.01,200,64,2,1,110,int,ADD,1.0-1.0,0.0018822135,"0.0018822135
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,110,False,1.0,1.0,1.0,0.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_110_False_1.0-1.0_1.0-0.0-0.0_0.1-0.1-0.1_False_True.int.csv
2192,none,NALUi,nalu,rsme,0.01,200,64,2,1,105,ext,SUB,1.0-1.0,1.9636586e-08,"1.9636586e-08
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,105,False,1.0,1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_105_False_1.0-1.0_-1.0--1.0-0.0_0.5-0.5-0.5_False_True.ext.csv
2193,none,NALUi,nalu,rsme,0.01,200,64,2,1,111,ext,MUL,1.0-1.0,0.0001459809,"0.0001459809
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,111,False,1.0,1.0,-1.0,-1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_111_False_1.0-1.0_-1.0--1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
2194,none,NALUi,nalu,rsme,0.01,200,64,2,1,117,int,ADD,1.0-1.0,1.4875576e-10,"1.4875576e-10
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,117,False,1.0,1.0,0.0,-1.0,0.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_117_False_1.0-1.0_0.0--1.0-0.0_0.5-0.5-0.5_False_True.int.csv
2195,none,NALUi,nalu,rsme,0.01,200,64,2,1,111,int,DIV,1.0-1.0,4775.9937,"4775.9937
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,111,False,1.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_111_False_1.0-1.0_0.0-1.0-0.0_0.1-0.1-0.1_False_True.int.csv
2196,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,ext,ADD,1.0-1.0,1.2658342e-07,"1.2658342e-07
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_0.0-0.0-0.0_0.1-0.1-0.1_False_True.ext.csv
2197,none,NALUi,nalu,rsme,0.01,200,64,2,1,107,int,MUL,1.0-1.0,8.172138e-09,"8.172138e-09
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,107,False,1.0,1.0,-1.0,0.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_107_False_1.0-1.0_-1.0-0.0--1.0_0.1-0.1-0.1_False_True.int.csv
2198,none,NALUi,nalu,rsme,0.01,200,64,2,1,100,int,ADD,1.0-1.0,1.2972364e-05,"1.2972364e-05
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,100,False,1.0,1.0,1.0,-1.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_100_False_1.0-1.0_1.0--1.0--1.0_0.5-0.5-0.5_False_True.int.csv
2199,none,NALUi,nalu,rsme,0.01,200,64,2,1,108,int,ADD,1.0-1.0,0.00060410204,"0.00060410204
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,108,False,1.0,1.0,1.0,0.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_108_False_1.0-1.0_1.0-0.0-0.0_0.1-0.1-0.1_False_True.int.csv
2200,none,NALUi,nalu,rsme,0.01,200,64,2,1,102,ext,DIV,1.0-1.0,136.13947,"136.13947
",results/nalu,orgDIV,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,102,False,1.0,1.0,0.0,-1.0,1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgDIV_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_102_False_1.0-1.0_0.0--1.0-1.0_0.1-0.1-0.1_False_True.ext.csv
2201,none,NALUi,nalu,rsme,0.01,200,64,2,1,109,ext,MUL,1.0-1.0,0.00018913244,"0.00018913244
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,109,False,1.0,1.0,1.0,-1.0,1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_109_False_1.0-1.0_1.0--1.0-1.0_0.1-0.1-0.1_False_True.ext.csv
2202,none,NALUi,nalu,rsme,0.01,200,64,2,1,100,int,SUB,1.0-1.0,1.69685e-12,"1.69685e-12
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,100,False,1.0,1.0,0.0,-1.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_100_False_1.0-1.0_0.0--1.0--1.0_0.1-0.1-0.1_False_True.int.csv
2203,none,NALUi,nalu,rsme,0.01,200,64,2,1,115,int,ADD,1.0-1.0,56.64205,"56.64205
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,115,False,1.0,1.0,-1.0,1.0,-1.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_115_False_1.0-1.0_-1.0-1.0--1.0_0.1-0.1-0.1_False_True.int.csv
2204,none,NALUi,nalu,rsme,0.01,200,64,2,1,100,ext,SUB,1.0-1.0,1.8514005e-09,"1.8514005e-09
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,100,False,1.0,1.0,0.0,-1.0,-1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_100_False_1.0-1.0_0.0--1.0--1.0_0.5-0.5-0.5_False_True.ext.csv
2205,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,ext,ADD,1.0-1.0,0.037832227,"0.037832227
",results/nalu,orgADD,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,-1.0,1.0,0.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgADD_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_-1.0-1.0-0.0_0.5-0.5-0.5_False_True.ext.csv
2206,none,NALUi,nalu,rsme,0.01,200,64,2,1,102,int,MUL,1.0-1.0,1.0079733e-08,"1.0079733e-08
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,102,False,1.0,1.0,-1.0,0.0,0.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_102_False_1.0-1.0_-1.0-0.0-0.0_0.5-0.5-0.5_False_True.int.csv
2207,none,NALUi,nalu,rsme,0.01,200,64,2,1,116,int,MUL,1.0-1.0,702.24475,"702.24475
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,116,False,1.0,1.0,1.0,0.0,-1.0,0.5,0.5,0.5,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_116_False_1.0-1.0_1.0-0.0--1.0_0.5-0.5-0.5_False_True.int.csv
2208,none,NALUi,nalu,rsme,0.01,200,64,2,1,113,ext,MUL,1.0-1.0,0.00018459484,"0.00018459484
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,113,False,1.0,1.0,-1.0,1.0,1.0,0.5,0.5,0.5,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_113_False_1.0-1.0_-1.0-1.0-1.0_0.5-0.5-0.5_False_True.ext.csv
2209,none,NALUi,nalu,rsme,0.01,200,64,2,1,101,ext,SUB,1.0-1.0,6892.8813,"6892.8813
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,101,False,1.0,1.0,0.0,1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_101_False_1.0-1.0_0.0-1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
2210,none,NALUi,nalu,rsme,0.01,200,64,2,1,104,ext,SUB,1.0-1.0,1.3169924e-09,"1.3169924e-09
",results/nalu,orgSUB,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,104,False,1.0,1.0,0.0,-1.0,-1.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgSUB_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_104_False_1.0-1.0_0.0--1.0--1.0_0.1-0.1-0.1_False_True.ext.csv
2211,none,NALUi,nalu,rsme,0.01,200,64,2,1,118,int,MUL,1.0-1.0,7.843239e-09,"7.843239e-09
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,118,False,1.0,1.0,-1.0,0.0,0.0,0.1,0.1,0.1,False,True.int.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_118_False_1.0-1.0_-1.0-0.0-0.0_0.1-0.1-0.1_False_True.int.csv
2212,none,NALUi,nalu,rsme,0.01,200,64,2,1,105,ext,MUL,1.0-1.0,0.00016084174,"0.00016084174
",results/nalu,orgMUL,0.01,100000,64,['NALUi'],['NALU'],['none'],['rsme'],2,1,105,False,1.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,False,True.ext.csv,results/nalu_orgMUL_0.01_100000_64_['NALUi']_['NALU']_['none']_['rsme']_2_1_105_False_1.0-1.0_0.0-1.0-0.0_0.1-0.1-0.1_False_True.ext.csv
