       fig   fim   fiw  fsg  fsm  fsg   op          loss
2951  -1.0   0.0  -1.0  0.5  0.5  0.5  SUB  1.934156e-08
1915  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  1.956928e-08
2192  -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.963659e-08
34    -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.964874e-08
794    0.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.966704e-08
941    0.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.967558e-08
1824  -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  1.968584e-08
3763  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.970472e-08
3027  -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.978860e-08
320    0.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.980709e-08
3158  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  1.981241e-08
1105   1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.983473e-08
1578   0.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.993413e-08
814   -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  1.996701e-08
2958  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  1.997417e-08
371    1.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.001852e-08
3279  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.004132e-08
2313  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.007721e-08
2388  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.015333e-08
4199  -1.0   0.0   0.0  0.1  0.1  0.1  SUB  2.026871e-08
2700  -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  2.027151e-08
3421   0.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.029301e-08
729    0.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.043249e-08
2285  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.046080e-08
2819  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.051143e-08
4224  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.055424e-08
1034  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.056771e-08
3986   0.0   0.0  -1.0  0.1  0.1  0.1  SUB  2.061450e-08
2917  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.062914e-08
37    -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  2.066972e-08
2991  -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  2.071978e-08
2775   0.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.080590e-08
2255  -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.117856e-08
2406  -1.0  -1.0   1.0  0.1  0.1  0.1  SUB  2.125654e-08
3059   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  2.128539e-08
2584  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.141820e-08
2414   0.0  -1.0   0.0  0.5  0.5  0.5  SUB  2.148893e-08
625   -1.0  -1.0   0.0  0.1  0.1  0.1  SUB  2.151357e-08
1509  -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  2.165366e-08
1101  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  2.174753e-08
1076  -1.0   0.0   1.0  0.5  0.5  0.5  SUB  2.186333e-08
3058   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  2.188053e-08
3661  -1.0   0.0   0.0  0.1  0.1  0.1  SUB  2.196527e-08
3220  -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  2.198718e-08
2821  -1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.234453e-08
1550   0.0  -1.0   0.0  0.5  0.5  0.5  SUB  2.256459e-08
2062   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  2.270162e-08
678    0.0  -1.0   0.0  0.5  0.5  0.5  SUB  2.294144e-08
2358   0.0   0.0   1.0  0.1  0.1  0.1  SUB  8.955506e-08
1649  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  9.321906e-08
1612  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  9.511835e-08
4005   0.0   0.0   1.0  0.1  0.1  0.1  SUB  9.565733e-08
468    0.0   0.0   1.0  0.1  0.1  0.1  SUB  9.610429e-08
2457  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  9.648435e-08
3793   0.0   0.0   1.0  0.1  0.1  0.1  SUB  1.013961e-07
3961   0.0   0.0   1.0  0.1  0.1  0.1  SUB  1.084681e-07
1968   1.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.115956e-07
2258   0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.177630e-07
953    0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.179396e-07
3877  -1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.190411e-07
2620  -1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.200290e-07
1471   0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.200451e-07
3744  -1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.209829e-07
4037   0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.228126e-07
507    0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.232303e-07
2123   0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.253041e-07
3546   1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.259329e-07
623   -1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.259332e-07
424    0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.259576e-07
383    0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.266999e-07
4208   0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.269546e-07
3997   0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.296923e-07
2549  -1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.333225e-07
675    0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.391448e-07
3037  -1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.419479e-07
2139   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  4.965407e-05
2014   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  6.010004e-05
3540   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  6.022298e-05
1344  -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  6.944800e-05
489    0.0  -1.0   0.0  0.5  0.5  0.5  SUB  7.778902e-05
3523   1.0  -1.0   1.0  0.5  0.5  0.5  SUB  1.332357e-04
890    0.0  -1.0   1.0  0.5  0.5  0.5  SUB  1.683744e-04
839    1.0  -1.0   1.0  0.5  0.5  0.5  SUB  2.371885e-04
1343   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  2.518228e-04
1386  -1.0   0.0   1.0  0.1  0.1  0.1  SUB  3.516242e-04
3573   0.0   0.0   1.0  0.1  0.1  0.1  SUB  3.860802e-04
2957   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  5.569162e-04
2573   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  7.785064e-04
1581   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  8.349982e-04
3731   1.0  -1.0   0.0  0.5  0.5  0.5  SUB  8.492288e-04
2318   0.0  -1.0   0.0  0.5  0.5  0.5  SUB  9.697660e-04
4014   0.0   0.0   0.0  0.1  0.1  0.1  SUB  1.089688e-03
1403   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  1.150391e-03
2169   0.0   0.0   0.0  0.5  0.5  0.5  SUB  1.394234e-03
2813  -1.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.646777e-03
342   -1.0   0.0   1.0  0.5  0.5  0.5  SUB  1.796239e-03
1878   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  1.918710e-03
3395  -1.0   1.0   1.0  0.5  0.5  0.5  SUB  1.974191e-03
3736  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  2.318224e-03
428    1.0  -1.0   0.0  0.5  0.5  0.5  SUB  2.528235e-03
2223  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  2.609465e-03
118   -1.0   0.0   0.0  0.5  0.5  0.5  SUB  2.652623e-03
3492   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  2.952933e-03
1317   0.0   0.0   0.0  0.5  0.5  0.5  SUB  3.059935e-03
2248   1.0  -1.0   0.0  0.5  0.5  0.5  SUB  3.231540e-03
3271  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  3.955185e-03
241    0.0  -1.0  -1.0  0.1  0.1  0.1  SUB  4.466165e-03
4297   0.0   0.0   1.0  0.5  0.5  0.5  SUB  4.473318e-03
1808   1.0  -1.0   0.0  0.5  0.5  0.5  SUB  4.499885e-03
1495  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  4.712270e-03
3942   1.0   0.0   1.0  0.5  0.5  0.5  SUB  5.363270e-03
3041   1.0  -1.0   0.0  0.5  0.5  0.5  SUB  5.506053e-03
597    0.0  -1.0   0.0  0.5  0.5  0.5  SUB  5.885825e-03
2536   1.0  -1.0   1.0  0.5  0.5  0.5  SUB  6.588035e-03
990   -1.0   0.0   1.0  0.5  0.5  0.5  SUB  6.597928e-03
2319   0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  6.926561e-03
3529   1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.603303e-03
1265   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  8.183432e-03
1391  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  8.457754e-03
2228  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  9.897327e-03
1401  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  1.047293e-02
806    0.0  -1.0   0.0  0.5  0.5  0.5  SUB  1.135152e-02
2110   1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.139018e-02
991    0.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.142668e-02
2417   0.0   0.0   0.0  0.5  0.5  0.5  SUB  1.173087e-02
666    0.0   0.0   1.0  0.5  0.5  0.5  SUB  1.318151e-02
255    1.0   0.0   1.0  0.5  0.5  0.5  SUB  1.391823e-02
2046   0.0   0.0   0.0  0.5  0.5  0.5  SUB  1.399930e-02
495    1.0   0.0   1.0  0.5  0.5  0.5  SUB  1.460899e-02
3506   1.0   0.0   1.0  0.5  0.5  0.5  SUB  1.490751e-02
1187  -1.0  -1.0  -1.0  0.5  0.5  0.5  SUB  1.529225e-02
2692   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  1.694222e-02
3935  -1.0   0.0   1.0  0.5  0.5  0.5  SUB  2.160905e-02
1857   1.0   0.0   1.0  0.5  0.5  0.5  SUB  2.177271e-02
2747  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  2.337964e-02
3093   1.0   0.0   1.0  0.5  0.5  0.5  SUB  2.643957e-02
309    0.0   0.0   1.0  0.5  0.5  0.5  SUB  2.698416e-02
3627   1.0   0.0   1.0  0.5  0.5  0.5  SUB  2.758923e-02
2369   1.0   0.0   1.0  0.5  0.5  0.5  SUB  2.855536e-02
1992   1.0   0.0   1.0  0.5  0.5  0.5  SUB  3.095390e-02
2770   0.0   0.0   1.0  0.5  0.5  0.5  SUB  3.126548e-02
344   -1.0   0.0   1.0  0.5  0.5  0.5  SUB  3.159337e-02
1803   1.0   0.0   1.0  0.5  0.5  0.5  SUB  3.480533e-02
170    0.0   1.0   1.0  0.5  0.5  0.5  SUB  4.032872e-02
677    0.0   0.0   1.0  0.5  0.5  0.5  SUB  4.170137e-02
2401   0.0   0.0   1.0  0.5  0.5  0.5  SUB  4.651757e-02
4272   1.0   0.0   0.0  0.5  0.5  0.5  SUB  4.716083e-02
1407  -1.0   1.0   0.0  0.5  0.5  0.5  SUB  4.899638e-02
3343   0.0   0.0   1.0  0.5  0.5  0.5  SUB  4.953027e-02
1168   1.0   0.0   1.0  0.5  0.5  0.5  SUB  5.042890e-02
2626  -1.0   0.0  -1.0  0.5  0.5  0.5  SUB  5.263411e-02
1186   0.0   0.0   0.0  0.5  0.5  0.5  SUB  5.265360e-02
1960   1.0   0.0   1.0  0.5  0.5  0.5  SUB  5.777380e-02
3359   0.0   1.0   1.0  0.5  0.5  0.5  SUB  5.912210e-02
3924  -1.0   1.0   1.0  0.5  0.5  0.5  SUB  5.915574e-02
4239   1.0   0.0   0.0  0.5  0.5  0.5  SUB  6.272966e-02
2555   0.0   1.0   0.0  0.5  0.5  0.5  SUB  6.334229e-02
611   -1.0   1.0   1.0  0.5  0.5  0.5  SUB  7.010306e-02
1932  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  7.523503e-02
1936   1.0   0.0   0.0  0.1  0.1  0.1  SUB  7.604530e-02
2663   1.0   0.0   0.0  0.5  0.5  0.5  SUB  8.193622e-02
1574   0.0   0.0   0.0  0.5  0.5  0.5  SUB  8.342657e-02
4308   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  8.655430e-02
2972   1.0   0.0   0.0  0.5  0.5  0.5  SUB  9.112646e-02
3402   0.0   0.0   0.0  0.5  0.5  0.5  SUB  9.237967e-02
2837   1.0   0.0   0.0  0.5  0.5  0.5  SUB  9.654576e-02
4165   0.0   0.0   1.0  0.5  0.5  0.5  SUB  9.672484e-02
766    1.0   0.0   1.0  0.5  0.5  0.5  SUB  1.061443e-01
616    0.0   0.0   0.0  0.5  0.5  0.5  SUB  1.198292e-01
4177   1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.203891e-01
966    0.0   0.0   0.0  0.5  0.5  0.5  SUB  1.325369e-01
989    1.0   0.0   1.0  0.5  0.5  0.5  SUB  1.355005e-01
418    0.0   1.0   0.0  0.5  0.5  0.5  SUB  1.441413e-01
2254   0.0   1.0   0.0  0.1  0.1  0.1  SUB  1.482323e-01
3805  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  1.483673e-01
1308   1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.503344e-01
1712   1.0   1.0   1.0  0.5  0.5  0.5  SUB  1.556372e-01
2719   1.0   0.0   0.0  0.5  0.5  0.5  SUB  1.681670e-01
4027  -1.0   0.0   0.0  0.5  0.5  0.5  SUB  1.777285e-01
4226   1.0   0.0   0.0  0.5  0.5  0.5  SUB  1.779175e-01
3563   1.0   1.0   1.0  0.5  0.5  0.5  SUB  1.818483e-01
2554   1.0   0.0   0.0  0.1  0.1  0.1  SUB  1.837776e-01
3750   1.0   1.0   0.0  0.5  0.5  0.5  SUB  1.925548e-01
2081   0.0   0.0   0.0  0.5  0.5  0.5  SUB  2.013617e-01
1274   0.0   1.0   0.0  0.5  0.5  0.5  SUB  2.072794e-01
975    0.0   0.0   0.0  0.5  0.5  0.5  SUB  2.078608e-01
3556   1.0   0.0   0.0  0.5  0.5  0.5  SUB  2.102112e-01
4063   1.0   1.0   0.0  0.5  0.5  0.5  SUB  2.256259e-01
3532   1.0   1.0   0.0  0.5  0.5  0.5  SUB  2.347334e-01
3470   1.0   1.0   0.0  0.5  0.5  0.5  SUB  2.440400e-01
2905  -1.0   1.0   0.0  0.5  0.5  0.5  SUB  2.555526e-01
2095   0.0   1.0   0.0  0.5  0.5  0.5  SUB  2.630207e-01
588    1.0   1.0   0.0  0.5  0.5  0.5  SUB  2.726361e-01
4134   1.0   1.0   0.0  0.5  0.5  0.5  SUB  2.764724e-01
2602   1.0   0.0   0.0  0.1  0.1  0.1  SUB  2.801525e-01
179    1.0   1.0   0.0  0.1  0.1  0.1  SUB  2.859263e-01
3926   1.0   1.0   0.0  0.1  0.1  0.1  SUB  2.918884e-01
2826  -1.0   1.0   0.0  0.5  0.5  0.5  SUB  2.931731e-01
4142   1.0   0.0   0.0  0.1  0.1  0.1  SUB  2.981476e-01
1246   0.0   0.0   0.0  0.5  0.5  0.5  SUB  2.994050e-01
2970   0.0   1.0   0.0  0.1  0.1  0.1  SUB  3.014760e-01
2047   1.0   1.0   0.0  0.5  0.5  0.5  SUB  3.273267e-01
108    1.0   1.0   0.0  0.1  0.1  0.1  SUB  3.275671e-01
633    1.0   1.0   0.0  0.1  0.1  0.1  SUB  3.294353e-01
3844   1.0   1.0   1.0  0.5  0.5  0.5  SUB  3.321173e-01
679    1.0   1.0   0.0  0.5  0.5  0.5  SUB  3.359516e-01
3718   1.0   1.0   0.0  0.5  0.5  0.5  SUB  3.427112e-01
1375   0.0   1.0   0.0  0.5  0.5  0.5  SUB  3.557640e-01
172    1.0   1.0   1.0  0.5  0.5  0.5  SUB  3.633369e-01
4010   1.0   0.0   0.0  0.5  0.5  0.5  SUB  3.792700e-01
948    1.0   1.0   1.0  0.5  0.5  0.5  SUB  3.886508e-01
2479   1.0   1.0   0.0  0.1  0.1  0.1  SUB  3.939203e-01
591    1.0   1.0   0.0  0.1  0.1  0.1  SUB  3.995029e-01
2261   0.0   1.0   0.0  0.1  0.1  0.1  SUB  4.117701e-01
2434   1.0   1.0   0.0  0.5  0.5  0.5  SUB  4.220957e-01
3651  -1.0   1.0   0.0  0.5  0.5  0.5  SUB  4.224372e-01
835    1.0   1.0   0.0  0.1  0.1  0.1  SUB  4.248516e-01
3921   1.0   1.0   0.0  0.1  0.1  0.1  SUB  4.317434e-01
3628   1.0   1.0   0.0  0.1  0.1  0.1  SUB  4.634702e-01
743    0.0   1.0   0.0  0.5  0.5  0.5  SUB  5.132059e-01
2771   1.0   0.0   0.0  0.1  0.1  0.1  SUB  5.319200e-01
1036   1.0   1.0   0.0  0.5  0.5  0.5  SUB  6.870382e-01
1073  -1.0   1.0   1.0  0.5  0.5  0.5  SUB  1.218780e+00
3507   0.0   0.0   1.0  0.1  0.1  0.1  SUB  3.345057e+00
894   -1.0   1.0   0.0  0.5  0.5  0.5  SUB  6.821451e+00
1236   0.0   1.0   0.0  0.5  0.5  0.5  SUB  7.085288e+00
4026  -1.0   1.0   1.0  0.1  0.1  0.1  SUB  2.467922e+01
3411   0.0   1.0   1.0  0.5  0.5  0.5  SUB  2.943096e+03
2586   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.128421e+03
338   -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.128482e+03
2345   1.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.128489e+03
3616  -1.0   0.0  -1.0  0.5  0.5  0.5  SUB  6.128582e+03
4042  -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  6.131391e+03
133    0.0   1.0  -1.0  0.5  0.5  0.5  SUB  6.846826e+03
1056   1.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.849001e+03
3808  -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  6.849097e+03
2153   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  6.849395e+03
4216   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.850636e+03
2371  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  6.850977e+03
861   -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.890320e+03
2817   0.0   1.0  -1.0  0.5  0.5  0.5  SUB  6.890330e+03
2022  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  6.890526e+03
2209   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.892881e+03
3632   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  6.945325e+03
1359  -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.945358e+03
3649  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  6.945393e+03
4301   0.0   1.0  -1.0  0.5  0.5  0.5  SUB  6.945425e+03
4168   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.945569e+03
1997   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  6.945586e+03
2136   1.0   1.0  -1.0  0.1  0.1  0.1  SUB  6.945649e+03
2609  -1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.020110e+03
539   -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.020230e+03
3349  -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.020485e+03
273    1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.022363e+03
2078   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.062976e+03
1482  -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.181057e+03
1061  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.181490e+03
2863  -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.181593e+03
3038   0.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.181703e+03
3083   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.182033e+03
2168   0.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.207887e+03
2268   0.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.235165e+03
1999  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.235170e+03
32    -1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.235175e+03
2297   0.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.235224e+03
2349   1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.235228e+03
532    1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.235230e+03
3393   0.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.346279e+03
2921   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.346377e+03
949   -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.346449e+03
2382   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.346485e+03
167    0.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.346493e+03
3620   0.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.346540e+03
777    1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.347192e+03
863    0.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.351222e+03
3235  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.352800e+03
3020   0.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.352986e+03
4292   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.353101e+03
3069   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.353221e+03
3796   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.353437e+03
1439  -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.353496e+03
3567   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.355099e+03
1231   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.530783e+03
1370   1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.530921e+03
1794   0.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.530935e+03
1944   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.530966e+03
576   -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.531048e+03
2973  -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.568418e+03
1173   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.568519e+03
847    0.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.568720e+03
203   -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.568831e+03
131   -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.609350e+03
3784   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.609358e+03
4069   1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.609383e+03
1374  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.609463e+03
403   -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.629183e+03
3245  -1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.629232e+03
985    0.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.629356e+03
1817   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.640366e+03
2376   0.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.640741e+03
3579   0.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.640783e+03
1211   1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.640903e+03
2467   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.640995e+03
2510  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.641121e+03
252   -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.690160e+03
1377   0.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.690168e+03
3436   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.690291e+03
553   -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.690295e+03
3445   0.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.690339e+03
4150  -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.921633e+03
143    0.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.921759e+03
322    0.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.929143e+03
741   -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  7.929617e+03
1740   0.0   1.0  -1.0  0.1  0.1  0.1  SUB  7.929711e+03
1846   1.0   0.0  -1.0  0.1  0.1  0.1  SUB  7.929872e+03
3990  -1.0   0.0  -1.0  0.5  0.5  0.5  SUB  7.930450e+03
319    1.0   1.0  -1.0  0.5  0.5  0.5  SUB  8.031214e+03
448    0.0   0.0  -1.0  0.5  0.5  0.5  SUB  8.039542e+03
369    0.0   0.0  -1.0  0.5  0.5  0.5  SUB  8.527216e+03
1149  -1.0   1.0  -1.0  0.5  0.5  0.5  SUB  8.527252e+03
998   -1.0   1.0  -1.0  0.1  0.1  0.1  SUB  8.527300e+03
4207   1.0   0.0  -1.0  0.5  0.5  0.5  SUB  8.527302e+03
3504  -1.0   0.0  -1.0  0.1  0.1  0.1  SUB  8.527571e+03
2552   1.0   1.0  -1.0  0.1  0.1  0.1  SUB  8.528466e+03
1488  -1.0   1.0   1.0  0.5  0.5  0.5  SUB  9.286190e+04
209   -1.0   1.0   1.0  0.1  0.1  0.1  SUB  7.687329e+05
4176   1.0   1.0   0.0  0.1  0.1  0.1  SUB  5.060273e+06
3176   0.0   1.0   1.0  0.5  0.5  0.5  SUB  8.538357e+06
1948   0.0   1.0   1.0  0.1  0.1  0.1  SUB  2.857611e+07
2834   0.0   1.0   0.0  0.1  0.1  0.1  SUB  7.075651e+07
3142  -1.0   1.0   1.0  0.1  0.1  0.1  SUB  8.428068e+07
130   -1.0   1.0   1.0  0.5  0.5  0.5  SUB  3.752079e+09
3508   0.0   1.0   1.0  0.1  0.1  0.1  SUB  9.020958e+09
397    1.0   1.0   1.0  0.1  0.1  0.1  SUB  1.934201e+10
526   -1.0   1.0   1.0  0.5  0.5  0.5  SUB  2.336337e+10
393   -1.0   1.0   1.0  0.5  0.5  0.5  SUB  4.797496e+10
23    -1.0   1.0   1.0  0.1  0.1  0.1  SUB  9.321935e+10
3925  -1.0   1.0   1.0  0.1  0.1  0.1  SUB  2.225132e+11
300    1.0   1.0   1.0  0.1  0.1  0.1  SUB  3.223321e+11
1251   0.0   1.0   0.0  0.5  0.5  0.5  SUB  3.705404e+11
582    0.0   1.0   0.0  0.1  0.1  0.1  SUB  5.991469e+11
1644   1.0   1.0   1.0  0.5  0.5  0.5  SUB  8.222824e+11
695   -1.0   1.0   1.0  0.1  0.1  0.1  SUB  1.122836e+12
4175   0.0   1.0   1.0  0.1  0.1  0.1  SUB  1.156397e+12
1557   0.0   1.0   1.0  0.5  0.5  0.5  SUB  1.271709e+12
3827   0.0   1.0   0.0  0.1  0.1  0.1  SUB  1.286462e+12
650   -1.0   1.0   1.0  0.1  0.1  0.1  SUB  1.488983e+12
2756  -1.0   1.0   0.0  0.1  0.1  0.1  SUB  1.671669e+12
2638   0.0   1.0   1.0  0.5  0.5  0.5  SUB  1.699747e+12
1807   0.0   1.0   1.0  0.5  0.5  0.5  SUB  2.733152e+12
1481   0.0   1.0   1.0  0.1  0.1  0.1  SUB  4.164880e+12
3462   1.0   1.0   0.0  0.1  0.1  0.1  SUB  4.368458e+12
