       fig   fim   fiw  fsg  fsm  fsg   op          loss
394    1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.781111e-04
3136  -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.783216e-04
3817   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.784131e-04
3131   0.0   1.0   1.0  0.1  0.1  0.1  MUL  1.784736e-04
3660   1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.788958e-04
3039  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.805671e-04
813    0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.806077e-04
2099   0.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.813522e-04
3729   1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.818222e-04
3712   0.0   0.0   1.0  0.5  0.5  0.5  MUL  1.819725e-04
3026   1.0   0.0   1.0  0.5  0.5  0.5  MUL  1.822856e-04
3219   1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.825411e-04
4181   0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.830546e-04
2461   1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.837357e-04
2101  -1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.838028e-04
2208  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.845948e-04
3618   0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.854243e-04
2551   0.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.861063e-04
78    -1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.867828e-04
3161   0.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.879399e-04
2535   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.881307e-04
3862  -1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.886330e-04
2201   1.0  -1.0   1.0  0.1  0.1  0.1  MUL  1.891324e-04
2321   0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.895991e-04
943   -1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.913631e-04
3806   0.0   1.0   0.0  0.5  0.5  0.5  MUL  1.914471e-04
1976  -1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.919185e-04
184    0.0   0.0   1.0  0.1  0.1  0.1  MUL  1.926121e-04
1502   1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.928240e-04
3074  -1.0   1.0   1.0  0.1  0.1  0.1  MUL  1.933926e-04
2728  -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.934152e-04
245    0.0   1.0   1.0  0.5  0.5  0.5  MUL  1.934285e-04
1159   1.0  -1.0   1.0  0.5  0.5  0.5  MUL  1.942176e-04
2760   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.967360e-04
499    0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.971676e-04
3787  -1.0   0.0   1.0  0.1  0.1  0.1  MUL  1.987210e-04
1638   1.0   0.0   1.0  0.1  0.1  0.1  MUL  2.007667e-04
2525   0.0   1.0   1.0  0.1  0.1  0.1  MUL  2.031895e-04
2107   0.0   0.0   1.0  0.1  0.1  0.1  MUL  2.042341e-04
2135   1.0   1.0   1.0  0.5  0.5  0.5  MUL  2.043003e-04
689    1.0   0.0   0.0  0.5  0.5  0.5  MUL  2.099828e-04
4000  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.645893e-01
4255   1.0   1.0  -1.0  0.5  0.5  0.5  MUL  3.575341e-01
1982  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  2.435722e+00
774    1.0   1.0   1.0  0.5  0.5  0.5  MUL  3.870875e+00
1051  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  4.224429e+00
2872  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  4.251417e+00
3056   1.0   1.0  -1.0  0.5  0.5  0.5  MUL  5.078779e+00
1695   1.0   1.0  -1.0  0.5  0.5  0.5  MUL  5.344755e+00
851    0.0   1.0   0.0  0.5  0.5  0.5  MUL  5.524127e+00
3646  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  5.612819e+00
1024   1.0   1.0  -1.0  0.5  0.5  0.5  MUL  5.734057e+00
2423  -1.0   1.0   1.0  0.5  0.5  0.5  MUL  6.462345e+00
2513   1.0   0.0   0.0  0.1  0.1  0.1  MUL  7.459549e+00
3513   1.0   1.0  -1.0  0.5  0.5  0.5  MUL  7.799259e+00
3756  -1.0   1.0   0.0  0.5  0.5  0.5  MUL  8.175836e+00
2790   0.0   1.0   0.0  0.5  0.5  0.5  MUL  8.631834e+00
107    0.0   1.0   1.0  0.5  0.5  0.5  MUL  8.811649e+00
3289   1.0   1.0   1.0  0.5  0.5  0.5  MUL  9.085719e+00
2519   1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.065174e+01
3473   1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.068974e+01
2058   1.0   1.0   1.0  0.5  0.5  0.5  MUL  1.082520e+01
2657   0.0   1.0   1.0  0.5  0.5  0.5  MUL  1.087740e+01
4064   1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.273575e+01
2429  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.274747e+01
3272  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  2.419863e+01
323    0.0   0.0   0.0  0.5  0.5  0.5  MUL  8.189728e+06
3634   1.0   0.0   0.0  0.5  0.5  0.5  MUL  8.189800e+06
3584   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  8.189906e+06
2520   1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  8.189968e+06
3354   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  8.190138e+06
2453   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  8.190370e+06
56    -1.0   1.0   0.0  0.5  0.5  0.5  MUL  8.190394e+06
935    1.0  -1.0   0.0  0.5  0.5  0.5  MUL  8.780896e+06
3418   1.0   0.0   0.0  0.1  0.1  0.1  MUL  8.780935e+06
1413   1.0   1.0   0.0  0.1  0.1  0.1  MUL  8.781027e+06
1032   1.0  -1.0   0.0  0.1  0.1  0.1  MUL  8.781073e+06
1060   0.0   0.0   0.0  0.5  0.5  0.5  MUL  8.781106e+06
2809   1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  8.781331e+06
1700   0.0   0.0  -1.0  0.5  0.5  0.5  MUL  8.951148e+06
1669   1.0   0.0  -1.0  0.5  0.5  0.5  MUL  9.152829e+06
1904   0.0   1.0  -1.0  0.1  0.1  0.1  MUL  9.166111e+06
2328  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  9.230281e+06
341    0.0   1.0  -1.0  0.1  0.1  0.1  MUL  9.362504e+06
3237   0.0   1.0  -1.0  0.5  0.5  0.5  MUL  9.466509e+06
3082   1.0   0.0   0.0  0.1  0.1  0.1  MUL  9.591948e+06
3356   1.0   0.0   0.0  0.5  0.5  0.5  MUL  9.592670e+06
2851   1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.006990e+07
2560   1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.009930e+07
3884   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.081446e+07
880    0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.081497e+07
225    1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.081527e+07
3500   1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.082564e+07
1097   0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.082578e+07
1280   1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.083294e+07
1044   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.083310e+07
3654   1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.083326e+07
1702   1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.083328e+07
440    1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.083356e+07
2615   0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.083380e+07
3052   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.093887e+07
1610  -1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.093941e+07
2894   1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.093944e+07
35     1.0  -1.0  -1.0  0.1  0.1  0.1  MUL  1.093944e+07
3227   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.093974e+07
3137   0.0   0.0   0.0  0.1  0.1  0.1  MUL  1.093985e+07
2963   0.0   1.0   0.0  0.5  0.5  0.5  MUL  1.093999e+07
2163   0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.094002e+07
1405   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.094005e+07
2897   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.122908e+07
3222   0.0   1.0   0.0  0.5  0.5  0.5  MUL  1.122923e+07
1543   1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.122924e+07
1631   1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.122966e+07
21     0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.122966e+07
3439   1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.131003e+07
150    0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.150706e+07
1062   1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.150708e+07
2667   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.150740e+07
3129   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.150778e+07
3535   0.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.153336e+07
2015   1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.158349e+07
3085  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.158714e+07
2542   0.0   1.0   0.0  0.5  0.5  0.5  MUL  1.159516e+07
2402   1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.159566e+07
3891   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.159668e+07
3378   1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.159680e+07
2076  -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.159688e+07
1563   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.159706e+07
3092   1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.159752e+07
1569   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.159761e+07
3975   1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.159846e+07
355    0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.160368e+07
2689   0.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.174679e+07
1050   1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.177487e+07
3314   0.0   0.0   0.0  0.5  0.5  0.5  MUL  1.180218e+07
4157   0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.180373e+07
2601   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.180387e+07
1961   1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.180402e+07
2151  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.185208e+07
1266  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.188263e+07
2120  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.188297e+07
1070   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.188877e+07
60     1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.192200e+07
2624  -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.193975e+07
634    0.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.194600e+07
3680   1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.200141e+07
3207   1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.201869e+07
2335   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.202366e+07
3249   0.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.205470e+07
264    0.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.214623e+07
3036  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.215927e+07
161   -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.217426e+07
3001  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.217966e+07
2726   1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.220346e+07
1651   1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.225128e+07
2499   0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.227886e+07
4148   1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.235017e+07
2660  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.235557e+07
1526  -1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.240869e+07
4054  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.247772e+07
3293   0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.248888e+07
2278   0.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.251937e+07
2604  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.255394e+07
1943  -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.262408e+07
3369   0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.262420e+07
1333   1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.262503e+07
498    0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.265784e+07
1595   0.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.270857e+07
1601  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.272972e+07
2471   0.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.274867e+07
1959   0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.279078e+07
1869  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.284615e+07
3715   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.300113e+07
3728  -1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.300198e+07
3312   1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.300225e+07
2486   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.300249e+07
124    1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.300352e+07
2953   1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.306681e+07
1273   0.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.312698e+07
2912   0.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.314773e+07
281    0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.314790e+07
436    1.0  -1.0   0.0  0.1  0.1  0.1  MUL  1.314805e+07
767    1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.314814e+07
2664   1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.314817e+07
183    1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.315473e+07
1636   0.0   1.0   0.0  0.1  0.1  0.1  MUL  1.315810e+07
2161   1.0  -1.0  -1.0  0.5  0.5  0.5  MUL  1.315911e+07
3903   1.0   1.0   0.0  0.1  0.1  0.1  MUL  1.315939e+07
466    1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.315962e+07
2185   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.315990e+07
4314  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.348396e+07
2440   0.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.348970e+07
230    0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.400195e+07
4145   1.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.408768e+07
38     1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.414189e+07
2886   0.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.424460e+07
1675  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.429797e+07
2979   0.0   1.0  -1.0  0.1  0.1  0.1  MUL  1.443063e+07
1414   0.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.446864e+07
586   -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.451981e+07
3624  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.457736e+07
1348  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.476863e+07
521   -1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.499927e+07
665    1.0   0.0   0.0  0.1  0.1  0.1  MUL  1.499990e+07
1964   1.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.500015e+07
7      1.0   0.0   0.0  0.5  0.5  0.5  MUL  1.500026e+07
1505   0.0  -1.0   0.0  0.5  0.5  0.5  MUL  1.500069e+07
3665   0.0   1.0   0.0  0.5  0.5  0.5  MUL  1.500073e+07
2138  -1.0   1.0   0.0  0.5  0.5  0.5  MUL  1.500116e+07
1654   0.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.528399e+07
3099  -1.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.528916e+07
2675   0.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.551571e+07
3391   0.0   0.0  -1.0  0.1  0.1  0.1  MUL  1.773719e+07
1001  -1.0   1.0  -1.0  0.5  0.5  0.5  MUL  1.777960e+07
1084  -1.0   0.0  -1.0  0.5  0.5  0.5  MUL  1.796546e+07
       fig   fim   fiw  fsg  fsm  fsg   op          loss
1267   0.0   1.0   1.0  0.1  0.1  0.1  DIV  4.920845e+01
3596   0.0   1.0  -1.0  0.1  0.1  0.1  DIV  1.155562e+02
3531   0.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.156061e+02
1650  -1.0  -1.0   0.0  0.1  0.1  0.1  DIV  1.160212e+02
250    0.0   1.0   1.0  0.1  0.1  0.1  DIV  1.180422e+02
295    0.0   0.0   1.0  0.1  0.1  0.1  DIV  1.215721e+02
1934  -1.0  -1.0  -1.0  0.1  0.1  0.1  DIV  1.248005e+02
283    1.0   0.0  -1.0  0.5  0.5  0.5  DIV  1.292394e+02
1913   0.0   0.0   0.0  0.1  0.1  0.1  DIV  1.337897e+02
969    1.0   1.0   0.0  0.5  0.5  0.5  DIV  1.345503e+02
2017   0.0   0.0   1.0  0.5  0.5  0.5  DIV  1.353918e+02
1877   1.0   0.0   1.0  0.5  0.5  0.5  DIV  1.356559e+02
2200   0.0  -1.0   1.0  0.1  0.1  0.1  DIV  1.361395e+02
862    1.0   0.0   1.0  0.5  0.5  0.5  DIV  1.367974e+02
1094   0.0  -1.0  -1.0  0.5  0.5  0.5  DIV  1.368780e+02
3007   1.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.372044e+02
2611   1.0   0.0  -1.0  0.5  0.5  0.5  DIV  1.385308e+02
455    0.0   1.0   0.0  0.5  0.5  0.5  DIV  1.396987e+02
1830  -1.0   1.0   1.0  0.5  0.5  0.5  DIV  1.398993e+02
1035   1.0   1.0  -1.0  0.1  0.1  0.1  DIV  1.400355e+02
1503  -1.0   1.0  -1.0  0.5  0.5  0.5  DIV  1.404479e+02
987    1.0  -1.0   0.0  0.5  0.5  0.5  DIV  1.415613e+02
2631   1.0  -1.0   1.0  0.5  0.5  0.5  DIV  1.420995e+02
4209   1.0   1.0  -1.0  0.5  0.5  0.5  DIV  1.438639e+02
1698   1.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.439178e+02
4278   0.0   0.0   0.0  0.5  0.5  0.5  DIV  1.444174e+02
3005   1.0   1.0   1.0  0.5  0.5  0.5  DIV  1.447368e+02
3274   1.0  -1.0  -1.0  0.5  0.5  0.5  DIV  1.451213e+02
1322   1.0  -1.0   0.0  0.1  0.1  0.1  DIV  1.452545e+02
4090   1.0   0.0   0.0  0.5  0.5  0.5  DIV  1.454910e+02
1383   1.0   0.0   0.0  0.5  0.5  0.5  DIV  1.476481e+02
1380   0.0  -1.0  -1.0  0.1  0.1  0.1  DIV  1.485213e+02
2011   1.0  -1.0  -1.0  0.1  0.1  0.1  DIV  1.494046e+02
1598  -1.0   0.0   0.0  0.1  0.1  0.1  DIV  1.515970e+02
4102  -1.0  -1.0   0.0  0.1  0.1  0.1  DIV  1.553200e+02
3854  -1.0   0.0   1.0  0.1  0.1  0.1  DIV  1.959401e+02
470   -1.0  -1.0   1.0  0.5  0.5  0.5  DIV  1.961333e+02
145    0.0  -1.0   1.0  0.5  0.5  0.5  DIV  1.993333e+02
1189   0.0   1.0   1.0  0.1  0.1  0.1  DIV  2.016344e+02
3286  -1.0  -1.0  -1.0  0.1  0.1  0.1  DIV  2.034638e+02
1449   0.0  -1.0   0.0  0.5  0.5  0.5  DIV  2.039187e+02
402    0.0  -1.0  -1.0  0.1  0.1  0.1  DIV  2.057415e+02
215    1.0   0.0   0.0  0.5  0.5  0.5  DIV  2.063092e+02
1962   0.0  -1.0   1.0  0.1  0.1  0.1  DIV  2.065332e+02
4303   0.0   0.0   0.0  0.5  0.5  0.5  DIV  2.066351e+02
3449   1.0   1.0   0.0  0.5  0.5  0.5  DIV  2.069034e+02
2064   1.0  -1.0   0.0  0.5  0.5  0.5  DIV  2.084462e+02
1689   1.0   0.0   1.0  0.5  0.5  0.5  DIV  2.085601e+02
2706   1.0  -1.0   1.0  0.1  0.1  0.1  DIV  2.108115e+02
1983   1.0  -1.0   1.0  0.5  0.5  0.5  DIV  2.111554e+02
4152  -1.0   1.0   1.0  0.1  0.1  0.1  DIV  2.112825e+02
889   -1.0   0.0   1.0  0.5  0.5  0.5  DIV  2.200683e+02
3922   1.0   0.0  -1.0  0.1  0.1  0.1  DIV  2.479322e+02
2853   0.0   1.0  -1.0  0.5  0.5  0.5  DIV  2.482107e+02
2920  -1.0   0.0   0.0  0.5  0.5  0.5  DIV  2.486418e+02
2331  -1.0   1.0   0.0  0.1  0.1  0.1  DIV  2.489147e+02
1556   1.0   1.0   0.0  0.1  0.1  0.1  DIV  2.489184e+02
3248   0.0   0.0   1.0  0.1  0.1  0.1  DIV  2.489450e+02
3204   0.0   1.0   0.0  0.5  0.5  0.5  DIV  2.494434e+02
2003   0.0  -1.0   0.0  0.5  0.5  0.5  DIV  2.496534e+02
3405   0.0   0.0   0.0  0.1  0.1  0.1  DIV  2.499585e+02
4009   0.0  -1.0  -1.0  0.1  0.1  0.1  DIV  2.499758e+02
1678   0.0  -1.0   1.0  0.1  0.1  0.1  DIV  2.499958e+02
733    1.0   0.0   0.0  0.1  0.1  0.1  DIV  2.507230e+02
776   -1.0  -1.0  -1.0  0.5  0.5  0.5  DIV  2.508455e+02
1892   1.0   0.0   1.0  0.5  0.5  0.5  DIV  2.509701e+02
1555  -1.0  -1.0   0.0  0.5  0.5  0.5  DIV  2.512057e+02
445    1.0  -1.0  -1.0  0.5  0.5  0.5  DIV  2.529491e+02
3679  -1.0  -1.0   1.0  0.5  0.5  0.5  DIV  2.957517e+02
2966   0.0   1.0   1.0  0.5  0.5  0.5  DIV  2.957638e+02
1831  -1.0   0.0  -1.0  0.5  0.5  0.5  DIV  2.957870e+02
2693   0.0   1.0  -1.0  0.5  0.5  0.5  DIV  2.959960e+02
2125   0.0   0.0   1.0  0.1  0.1  0.1  DIV  2.961019e+02
2304  -1.0   0.0   0.0  0.1  0.1  0.1  DIV  2.968391e+02
1836   0.0  -1.0   1.0  0.1  0.1  0.1  DIV  2.975078e+02
2577   0.0   1.0   0.0  0.1  0.1  0.1  DIV  2.994950e+02
2485   1.0   1.0   1.0  0.5  0.5  0.5  DIV  3.005330e+02
2521   1.0  -1.0   0.0  0.1  0.1  0.1  DIV  3.021889e+02
2481   0.0  -1.0  -1.0  0.1  0.1  0.1  DIV  3.026919e+02
3296   1.0   1.0   0.0  0.5  0.5  0.5  DIV  3.029969e+02
4038   0.0  -1.0  -1.0  0.5  0.5  0.5  DIV  3.032577e+02
2469   1.0   0.0   0.0  0.1  0.1  0.1  DIV  3.033031e+02
1095   1.0  -1.0  -1.0  0.1  0.1  0.1  DIV  3.036667e+02
3971   1.0  -1.0  -1.0  0.5  0.5  0.5  DIV  3.040417e+02
2524  -1.0   1.0   1.0  0.1  0.1  0.1  DIV  3.701735e+02
1394  -1.0  -1.0   1.0  0.1  0.1  0.1  DIV  3.714699e+02
3181   0.0  -1.0   0.0  0.1  0.1  0.1  DIV  3.722825e+02
1646   1.0   0.0   1.0  0.5  0.5  0.5  DIV  3.727437e+02
2895   1.0   0.0  -1.0  0.5  0.5  0.5  DIV  3.727518e+02
2489  -1.0   0.0   1.0  0.5  0.5  0.5  DIV  3.777346e+02
1450  -1.0  -1.0   1.0  0.5  0.5  0.5  DIV  3.787794e+02
3079   0.0   0.0   0.0  0.5  0.5  0.5  DIV  3.823216e+02
2565  -1.0   1.0   0.0  0.5  0.5  0.5  DIV  3.826830e+02
3814   1.0  -1.0  -1.0  0.5  0.5  0.5  DIV  3.832586e+02
4124   1.0   1.0   1.0  0.1  0.1  0.1  DIV  3.832622e+02
3511   0.0   1.0   0.0  0.5  0.5  0.5  DIV  3.834456e+02
3683   1.0   0.0   1.0  0.1  0.1  0.1  DIV  3.846393e+02
907    0.0   1.0   0.0  0.1  0.1  0.1  DIV  3.862008e+02
1429   1.0  -1.0   1.0  0.5  0.5  0.5  DIV  4.056624e+02
1732   0.0   0.0  -1.0  0.5  0.5  0.5  DIV  4.162928e+02
2006  -1.0   0.0   0.0  0.1  0.1  0.1  DIV  4.197712e+02
755    0.0   0.0   0.0  0.1  0.1  0.1  DIV  4.205589e+02
2012  -1.0  -1.0  -1.0  0.1  0.1  0.1  DIV  4.228019e+02
3413   1.0   0.0   0.0  0.1  0.1  0.1  DIV  4.230253e+02
1624   1.0   1.0   1.0  0.1  0.1  0.1  DIV  4.231367e+02
721    1.0   1.0   0.0  0.5  0.5  0.5  DIV  4.238561e+02
392    1.0  -1.0   0.0  0.5  0.5  0.5  DIV  4.244848e+02
286    0.0  -1.0   0.0  0.1  0.1  0.1  DIV  4.245275e+02
884    1.0   0.0   0.0  0.5  0.5  0.5  DIV  4.245928e+02
1764   0.0   1.0   0.0  0.5  0.5  0.5  DIV  4.256094e+02
324    1.0  -1.0   1.0  0.1  0.1  0.1  DIV  4.259373e+02
988    1.0  -1.0  -1.0  0.5  0.5  0.5  DIV  4.264398e+02
3953   0.0   1.0   1.0  0.1  0.1  0.1  DIV  4.278096e+02
3112   1.0   0.0   1.0  0.5  0.5  0.5  DIV  4.391155e+02
1917  -1.0   1.0   0.0  0.1  0.1  0.1  DIV  4.469155e+02
335   -1.0   1.0   1.0  0.5  0.5  0.5  DIV  4.570937e+02
3580  -1.0   0.0   0.0  0.5  0.5  0.5  DIV  4.754756e+02
2299  -1.0  -1.0   0.0  0.1  0.1  0.1  DIV  5.517376e+02
3157   0.0  -1.0   1.0  0.5  0.5  0.5  DIV  5.565187e+02
1851   1.0  -1.0   1.0  0.5  0.5  0.5  DIV  5.597548e+02
2816   0.0   0.0   1.0  0.1  0.1  0.1  DIV  6.258196e+02
2275  -1.0  -1.0  -1.0  0.1  0.1  0.1  DIV  6.272749e+02
2222   1.0   1.0   0.0  0.5  0.5  0.5  DIV  6.283027e+02
3905  -1.0   0.0   0.0  0.1  0.1  0.1  DIV  6.294804e+02
1626   1.0  -1.0   0.0  0.1  0.1  0.1  DIV  6.296044e+02
2989   0.0   1.0   0.0  0.5  0.5  0.5  DIV  6.298743e+02
1238   1.0  -1.0   0.0  0.5  0.5  0.5  DIV  6.302963e+02
2443   1.0  -1.0  -1.0  0.5  0.5  0.5  DIV  6.309817e+02
4220   1.0   0.0  -1.0  0.5  0.5  0.5  DIV  6.314376e+02
3700   0.0   0.0   0.0  0.5  0.5  0.5  DIV  6.321287e+02
1519   0.0  -1.0   1.0  0.1  0.1  0.1  DIV  6.321598e+02
1071  -1.0   0.0   0.0  0.5  0.5  0.5  DIV  6.326494e+02
4215   1.0  -1.0   1.0  0.1  0.1  0.1  DIV  6.326810e+02
1072   1.0   0.0   0.0  0.5  0.5  0.5  DIV  6.330745e+02
1421   0.0   1.0   1.0  0.5  0.5  0.5  DIV  6.343748e+02
