,epoch,steps,name,nalu,dist,param,extp,seed,op,trainloss,loss,reinits,exp
248,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",105,div,9.80763E+01,1.30532E+05,9,int
249,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",106,sub,3.29775E-03,3.07967E-03,1,int
250,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",105,add,NAN,NAN,1,int
251,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",107,sub,2.17742E+01,5.31211E+08,6,int
252,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",107,add,3.93300E-13,4.60866E-13,0,int
253,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",109,sub,4.51097E+01,3.95767E+01,2,int
254,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",109,add,1.81826E+04,5.53660E+18,7,int
255,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",102,sub,4.90346E+01,3.62847E+01,7,int
256,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",108,mul,5.90898E-10,5.56345E-10,0,int
257,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",100,div,7.05345E+00,5.30398E+04,7,int
258,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",106,div,3.95936E+02,5.54901E+06,9,int
259,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",101,mul,4.38865E-10,5.65945E-10,0,int
260,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",100,div,6.12783E+05,3.55656E+09,9,int
261,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",109,add,1.41916E+01,3.35218E+01,1,int
262,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",105,add,1.91187E+01,3.21895E+01,2,int
263,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",104,sub,2.46621E-03,1.89559E-03,1,int
264,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",100,div,2.18305E+01,1.07695E+05,2,int
265,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",105,sub,8.77741E+08,6.85245E+17,6,int
266,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",106,div,3.86062E+02,5.87137E+04,1,int
267,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",104,div,8.63760E+01,1.36855E+06,4,int
268,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",107,div,2.71416E+02,3.82918E+04,4,int
269,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",108,sub,2.03550E-12,1.64564E-12,0,int
270,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",101,sub,6.97673E+00,2.09732E+12,6,int
271,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",102,div,2.45728E+02,5.75168E+04,9,int
272,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",102,div,4.09321E+01,1.74750E+04,9,int
273,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",103,add,1.54630E+02,1.96989E+13,9,int
274,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",100,mul,4.75482E-10,4.94392E-10,0,int
275,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",104,mul,8.20086E+02,6.57431E+02,2,int
276,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",106,mul,7.65554E+04,1.34753E+20,8,int
277,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",109,mul,4.05791E-10,5.30904E-10,0,int
